type, name, country, latitude, longitude, elevation, population
city, Ulm, DE, 48.39841, 9.99155, 480, 120451
city, Trier, DE, 49.75565, 6.63935, 141, 100129
city, Stuttgart, DE, 48.78232, 9.17702, 252, 589793
city, Solingen, DE, 51.17343, 7.0845, 229, 164359
city, Siegen, DE, 50.87482, 8.02431, 272, 107242
city, Schöneberg, DE, 52.46667, 13.35, 47, 115976
city, Saarbrücken, DE, 49.2354, 6.98165, 193, 181227
city, Rostock, DE, 54.0887, 12.14049, 18, 198293
city, Reutlingen, DE, 48.49144, 9.20427, 374, 112627
city, Remscheid, DE, 51.17983, 7.1925, 351, 117118
city, Regensburg, DE, 49.03451, 12.11923, 338, 129151
city, Recklinghausen, DE, 51.61379, 7.19738, 80, 122438
city, Prenzlauer Berg, DE, 52.53878, 13.42443, 54, 148878
city, Potsdam, DE, 52.39886, 13.06566, 34, 145292
city, Pforzheim, DE, 48.88436, 8.69892, 256, 119313
city, Paderborn, DE, 51.71905, 8.75439, 118, 142161
city, Osnabrück, DE, 52.27264, 8.0498, 69, 166462
city, Oldenburg, DE, 53.14118, 8.21467, 10, 159218
city, Offenbach, DE, 50.1006, 8.76647, 113, 119192
city, Oberhausen, DE, 51.47311, 6.88074, 47, 219176
city, Nürnberg, DE, 49.45421, 11.07752, 300, 499237
city, Neue Neustadt, DE, 52.15, 11.63333, 51, 226851
city, Neuss, DE, 51.19807, 6.68504, 44, 152457
city, Münster, DE, 51.96236, 7.62571, 64, 270184
city, Munich, DE, 48.13743, 11.57549, 524, 1260391
city, Mülheim (Ruhr), DE, 51.43333, 6.88333, 43, 171000
city, Mönchengladbach, DE, 51.18539, 6.44172, 57, 261742
city, Moers, DE, 51.45342, 6.6326, 29, 107816
city, Marzahn, DE, 52.54525, 13.56983, 62, 103768
city, Mannheim, DE, 49.49671, 8.47955, 104, 307960
city, Mainz, DE, 49.98419, 8.2791, 126, 184997
city, Magdeburg, DE, 52.12773, 11.62916, 57, 229826
city, Ludwigshafen am Rhein, DE, 49.48121, 8.44641, 97, 163196
city, Lübeck, DE, 53.86893, 10.68729, 16, 212207
city, Leverkusen, DE, 51.0303, 6.98432, 52, 162738
city, Leipzig, DE, 51.33962, 12.37129, 116, 504971
city, Kreuzberg, DE, 52.49973, 13.40338, 40, 147532
city, Krefeld, DE, 51.33921, 6.58615, 38, 237984
city, Köln, DE, 50.93333, 6.95, 58, 963395
city, Koblenz, DE, 50.35357, 7.57884, 75, 107319
city, Kiel, DE, 54.32133, 10.13489, 7, 232758
city, Kassel, DE, 51.31667, 9.5, 164, 194501
city, Karlsruhe, DE, 49.00936, 8.40444, 118, 283799
city, Jena, DE, 50.92878, 11.5899, 149, 104712
city, Ingolstadt, DE, 48.76508, 11.42372, 379, 120658
city, Hildesheim, DE, 52.15077, 9.95112, 92, 103052
city, Herne, DE, 51.5388, 7.22572, 67, 172108
city, Heilbronn, DE, 49.13995, 9.22054, 173, 120733
city, Heidelberg, DE, 49.40768, 8.69079, 115, 143345
city, Harburg, DE, 53.46057, 9.98388, 10, 202571
city, Hannover, DE, 52.37052, 9.73322, 57, 515140
city, Hamm, DE, 51.68033, 7.82089, 66, 185327
city, Wandsbek, DE, 53.56667, 10.1, 18, 411422
city, Marienthal, DE, 53.56667, 10.08333, 16, 287101
city, Hamburg-Mitte, DE, 53.55, 10.01667, 8, 233144
city, Eimsbüttel, DE, 53.56667, 9.98333, 15, 251907
city, Altona, DE, 53.55, 9.93333, 34, 250192
city, Hamburg, DE, 53.57532, 10.01534, 8, 1739117
city, Halle (Saale), DE, 51.5, 12.0, 109, 234107
city, Hagen, DE, 51.36081, 7.47168, 111, 198972
city, Göttingen, DE, 51.53443, 9.93228, 153, 122149
city, Gera, DE, 50.88029, 12.08187, 203, 104659
city, Gelsenkirchen, DE, 51.5075, 7.12283, 50, 270028
city, Fürth, DE, 49.47593, 10.98856, 302, 112025
city, Friedrichshain, DE, 52.51559, 13.45482, 41, 117829
city, Freiburg, DE, 47.9959, 7.85222, 279, 215966
city, Frankfurt am Main, DE, 50.11552, 8.68417, 113, 650000
city, Essen, DE, 51.45657, 7.01228, 83, 593085
city, Erlangen, DE, 49.59099, 11.00783, 290, 102675
city, Erfurt, DE, 50.9787, 11.03283, 195, 203254
city, Düsseldorf, DE, 51.22172, 6.77616, 45, 573057
city, Duisburg, DE, 51.43247, 6.76516, 38, 504358
city, Dresden, DE, 51.05089, 13.73832, 116, 486854
city, Dortmund, DE, 51.51494, 7.466, 96, 588462
city, Darmstadt, DE, 49.87167, 8.65027, 148, 140385
city, Chemnitz, DE, 50.8357, 12.92922, 306, 247220
city, Charlottenburg, DE, 52.51667, 13.28333, 46, 119857
city, Bremerhaven, DE, 53.55021, 8.57674, 5, 117446
city, Bremen, DE, 53.07516, 8.80777, 18, 546501
city, Braunschweig, DE, 52.26594, 10.52673, 72, 244715
city, Bottrop, DE, 51.52392, 6.9285, 55, 119909
city, Bonn, DE, 50.73438, 7.09548, 64, 313125
city, Bochum, DE, 51.48165, 7.21648, 102, 385729
city, Bielefeld, DE, 52.03333, 8.53333, 111, 331906
city, Berlin, DE, 52.52437, 13.41053, 43, 3426354
city, Bergisch Gladbach, DE, 50.9856, 7.13298, 98, 106184
city, Augsburg, DE, 48.37154, 10.89851, 489, 259196
city, Aachen, DE, 50.77664, 6.08342, 178, 265208
city, Bochum-Hordel, DE, 51.50168, 7.1756, 57, 380000
city, Halle Neustadt, DE, 51.47924, 11.91605, 85, 240000
city, Bergedorf, DE, 53.48462, 10.22904, 17, 119665
city, Berlin Schöneberg, DE, 52.48388, 13.3477, 43, 116286
city, Hamburg-Nord, DE, 53.58935, 9.984, 11, 280000
city, Djibouti, DJ, 11.58901, 43.14503, 6, 623891
city, Odense, DK, 55.39594, 10.38831, 17, 145931
city, Copenhagen, DK, 55.67594, 12.56553, 14, 1153615
city, Århus, DK, 56.15674, 10.21076, 10, 237551
city, Aalborg, DK, 57.048, 9.9187, 10, 122219
city, Santo Domingo, DO, 18.50012, -69.98857, 55, 2201941
city, Santiago de los Caballeros, DO, 19.4517, -70.69703, 199, 1200000
city, San Pedro de Macorís, DO, 18.46156, -69.29718, 8, 217899
city, San Francisco de Macorís, DO, 19.30099, -70.25259, 121, 124763
city, Puerto Plata, DO, 19.79344, -70.6884, 34, 146000
city, Salvaleón de Higüey, DO, 18.61501, -68.70798, 95, 123787
city, Punta Cana, DO, 18.58182, -68.40431, 28, 100023
city, La Romana, DO, 18.42734, -68.97285, 30, 208437
city, Concepción de La Vega, DO, 19.22207, -70.52956, 101, 102426
city, San Cristóbal, DO, 18.41667, -70.1, 33, 154040
city, Bella Vista, DO, 18.45539, -69.9454, 42, 175683
city, Santo Domingo Oeste, DO, 18.5, -70.0, 58, 701269
city, Boumerdas, DZ, 36.76639, 3.47717, 5, 786499
city, Tlemcen, DZ, 34.87833, -1.315, 811, 132341
city, Tizi Ouzou, DZ, 36.71182, 4.04591, 206, 144000
city, Tiaret, DZ, 35.37103, 1.31699, 1031, 178915
city, Tébessa, DZ, 35.40417, 8.12417, 867, 634332
city, Souk Ahras, DZ, 36.28639, 7.95111, 697, 156745
city, Skikda, DZ, 36.87617, 6.90921, 24, 162702
city, Sidi Bel Abbès, DZ, 35.18994, -0.63085, 476, 191769
city, Sétif, DZ, 36.19112, 5.41373, 1096, 288461
city, Saïda, DZ, 34.83034, 0.15171, 840, 127497
city, Relizane, DZ, 35.73734, 0.55599, 98, 130094
city, Oum el Bouaghi, DZ, 35.87541, 7.11353, 925, 100821
city, Ouargla, DZ, 31.94932, 5.32502, 138, 129402
city, Oran, DZ, 35.69111, -0.64167, 109, 645984
city, Mostaganem, DZ, 35.93115, 0.08918, 102, 130000
city, Médéa, DZ, 36.26417, 2.75393, 910, 147707
city, Mascara, DZ, 35.39664, 0.14027, 590, 150000
city, Laghouat, DZ, 33.8, 2.86514, 764, 113872
city, Khenchela, DZ, 35.43583, 7.14333, 1128, 117000
city, Jijel, DZ, 36.82055, 5.76671, 9, 148000
city, Guelma, DZ, 36.46214, 7.42608, 305, 123590
city, El Oued, DZ, 33.35608, 6.86319, 84, 134699
city, El Eulma, DZ, 36.15281, 5.69016, 959, 128351
city, Chlef, DZ, 36.16525, 1.33452, 116, 178616
city, El Achir, DZ, 36.06386, 4.62744, 998, 158333
city, Ech Chettia, DZ, 36.19591, 1.25538, 140, 167955
city, Djelfa, DZ, 34.67279, 3.263, 1138, 154265
city, Constantine, DZ, 36.365, 6.61472, 574, 450097
city, Bordj el Kiffan, DZ, 36.74871, 3.19248, 11, 123246
city, Bordj Bou Arreridj, DZ, 36.07322, 4.76108, 906, 168346
city, Blida, DZ, 36.47004, 2.8277, 256, 182447
city, Biskra, DZ, 34.85038, 5.72805, 115, 307987
city, Bejaïa, DZ, 36.75587, 5.08433, 86, 164103
city, Béchar, DZ, 31.61667, -2.21667, 780, 143382
city, Batna, DZ, 35.55597, 6.17414, 1037, 280798
city, Baraki, DZ, 36.66655, 3.09606, 22, 105402
city, Bab Ezzouar, DZ, 36.72615, 3.18291, 20, 275630
city, Annaba, DZ, 36.9, 7.76667, 5, 206570
city, Algiers, DZ, 36.7525, 3.04197, 186, 1977663
city, Aïn Oussera, DZ, 35.45139, 2.90583, 685, 118687
city, Aïn Beïda, DZ, 35.79639, 7.39278, 1008, 105765
city, Santo Domingo de los Colorados, EC, -0.25305, -79.17536, 554, 200421
city, Riobamba, EC, -1.67098, -78.64712, 2758, 124478
city, Quito, EC, -0.22985, -78.52495, 2854, 1399814
city, Quevedo, EC, -1.02863, -79.46352, 51, 119436
city, Portoviejo, EC, -1.05458, -80.45445, 44, 170326
city, Manta, EC, -0.96212, -80.71271, 23, 183166
city, Machala, EC, -3.25861, -79.96054, 15, 198123
city, Loja, EC, -3.99313, -79.20422, 2060, 117796
city, Ibarra, EC, 0.35171, -78.12233, 2208, 132977
city, Guayaquil, EC, -2.20584, -79.90795, 6, 1952029
city, Esmeraldas, EC, 0.9592, -79.65397, 18, 165216
city, Eloy Alfaro, EC, -2.17579, -79.85519, 7, 167784
city, Cuenca, EC, -2.90054, -79.00453, 2543, 276964
city, Ambato, EC, -1.24908, -78.61675, 2597, 154369
city, Tartu, EE, 58.38062, 26.72509, 39, 101092
city, Tallinn, EE, 59.43696, 24.75353, 12, 394024
city, Tanda, EG, 30.78847, 31.00192, 18, 404901
city, Ţalkhā, EG, 31.0539, 31.37787, 7, 157737
city, Sohag, EG, 26.55695, 31.69478, 67, 209419
city, Shibīn al Kawm, EG, 30.55258, 31.00904, 23, 186345
city, Qinā, EG, 26.16418, 32.72671, 80, 235362
city, Qalyūb, EG, 30.17922, 31.2056, 22, 100495
city, Mallawī, EG, 27.7314, 30.84165, 52, 142504
city, Kafr ash Shaykh, EG, 31.1143, 30.94012, 14, 143970
city, Kafr ad Dawwār, EG, 31.13385, 30.12843, 0, 267370
city, Jirjā, EG, 26.33826, 31.89161, 70, 128250
city, Idkū, EG, 31.30782, 30.29901, 7, 105599
city, Ḩalwān, EG, 29.84144, 31.30084, 28, 230000
city, Disūq, EG, 31.13305, 30.64649, 9, 102037
city, Dikirnis, EG, 31.08898, 31.59478, 13, 137542
city, Damanhūr, EG, 31.03408, 30.46823, 9, 227943
city, Port Said, EG, 31.25654, 32.28412, 6, 538378
city, Bilqās, EG, 31.21452, 31.35798, 13, 103596
city, Bilbays, EG, 30.42039, 31.56223, 17, 129211
city, Banī Suwayf, EG, 29.07441, 31.09785, 33, 189624
city, Banhā, EG, 30.45906, 31.17858, 17, 167029
city, Zagazig, EG, 30.58768, 31.502, 16, 285097
city, Asyūţ, EG, 27.18096, 31.18368, 56, 420585
city, Aswan, EG, 24.09082, 32.89942, 99, 241261
city, Suez, EG, 29.97371, 32.52627, 11, 488125
city, Luxor, EG, 25.69893, 32.6421, 89, 422407
city, Cairo, EG, 30.06263, 31.24967, 23, 7734614
city, Al Minyā, EG, 28.10988, 30.7503, 49, 227150
city, Al Manşūrah, EG, 31.03637, 31.38069, 15, 420195
city, Al Maḩallah al Kubrá, EG, 30.97063, 31.1669, 27, 431052
city, Al Jīzah, EG, 30.00808, 31.21093, 30, 2443203
city, Ismailia, EG, 30.60427, 32.27225, 14, 284813
city, Alexandria, EG, 31.21564, 29.95527, -1, 3811516
city, Al Ḩawāmidīyah, EG, 29.9, 31.25, 23, 106841
city, Al Fayyūm, EG, 29.30995, 30.8418, 29, 306393
city, Arish, EG, 31.13159, 33.79844, 15, 128855
city, Abū Kabīr, EG, 30.72508, 31.67148, 17, 100684
city, Idfu, EG, 24.98028, 32.87472, 88, 166102
city, Laâyoune / El Aaiún, EH, 27.16224, -13.20315, 35, 196331
city, Asmara, ER, 15.33805, 38.93184, 2334, 563930
city, Valencia, ES, 39.46975, -0.37739, 23, 814208
city, Torrevieja, ES, 37.97872, -0.68222, 14, 101792
city, Telde, ES, 27.99242, -15.41915, 160, 100015
city, Sevilla, ES, 37.38283, -5.97317, 16, 703206
city, Santa Cruz de Tenerife, ES, 28.46824, -16.25462, 55, 222417
city, La Laguna, ES, 28.4853, -16.32014, 558, 150661
city, Palma, ES, 39.56939, 2.65024, 34, 401270
city, Murcia, ES, 37.98704, -1.13004, 53, 436870
city, Marbella, ES, 36.51543, -4.88583, 57, 134623
city, Málaga, ES, 36.72016, -4.42034, 22, 568305
city, Las Palmas de Gran Canaria, ES, 28.09973, -15.41343, 23, 381847
city, Jerez de la Frontera, ES, 36.68645, -6.13606, 53, 207532
city, Jaén, ES, 37.76922, -3.79028, 558, 116557
city, Huelva, ES, 37.26638, -6.94004, 34, 148806
city, Granada, ES, 37.18817, -3.60667, 689, 234325
city, Elche, ES, 38.26218, -0.70107, 81, 230112
city, Dos Hermanas, ES, 37.28287, -5.92088, 45, 122943
city, Córdoba, ES, 37.89155, -4.77275, 117, 328428
city, Castelló de la Plana, ES, 39.98333, -0.03333, 35, 180005
city, Cartagena, ES, 37.60512, -0.98623, 5, 211996
city, Cadiz, ES, 36.52978, -6.29465, 18, 126766
city, Badajoz, ES, 38.87789, -6.97061, 192, 148334
city, Almería, ES, 36.83814, -2.45974, 21, 188810
city, Alicante, ES, 38.34517, -0.48149, 18, 334757
city, Algeciras, ES, 36.13326, -5.45051, 29, 116209
city, Albacete, ES, 38.99424, -1.85643, 695, 169716
city, Zaragoza, ES, 41.65606, -0.87734, 214, 674317
city, Gasteiz / Vitoria, ES, 42.84998, -2.67268, 547, 235661
city, Villaverde, ES, 40.35, -3.7, 597, 126802
city, Vigo, ES, 42.23282, -8.72264, 86, 297332
city, Valladolid, ES, 41.65518, -4.72372, 702, 317864
city, Torrejón de Ardoz, ES, 40.45535, -3.46973, 588, 118162
city, Tetuán de las Victorias, ES, 40.46667, -3.71667, 679, 155000
city, Terrassa, ES, 41.56667, 2.01667, 302, 210941
city, Tarragona, ES, 41.11667, 1.25, 43, 140323
city, Santander, ES, 43.46472, -3.80444, 28, 182700
city, Santa Coloma de Gramenet, ES, 41.45152, 2.2081, 39, 119717
city, Donostia / San Sebastián, ES, 43.31283, -1.97499, 17, 185357
city, Sant Andreu de Palomar, ES, 41.43541, 2.18982, 34, 142598
city, Salamanca, ES, 40.96882, -5.66388, 815, 155619
city, Sabadell, ES, 41.54329, 2.10942, 187, 206493
city, Reus, ES, 41.15612, 1.10687, 133, 107118
city, Puente de Vallecas, ES, 40.39354, -3.662, 633, 244151
city, Parla, ES, 40.23604, -3.76752, 648, 115611
city, Pamplona, ES, 42.81687, -1.64323, 455, 198491
city, Oviedo, ES, 43.36029, -5.84476, 237, 224005
city, Ourense, ES, 42.33669, -7.86407, 146, 107742
city, Móstoles, ES, 40.32234, -3.86496, 667, 206478
city, Moratalaz, ES, 40.41667, -3.65, 671, 104923
city, Mataró, ES, 41.54211, 2.4445, 43, 121722
city, Madrid, ES, 40.4165, -3.70256, 665, 3255944
city, Logroño, ES, 42.46667, -2.45, 389, 152107
city, Lleida, ES, 41.61674, 0.62218, 185, 135919
city, León, ES, 42.60003, -5.57032, 844, 134305
city, Leganés, ES, 40.32718, -3.7635, 672, 186066
city, A Coruña, ES, 43.37135, -8.396, 22, 246056
city, L'Hospitalet de Llobregat, ES, 41.35967, 2.10028, 18, 257038
city, Hortaleza, ES, 40.47444, -3.6411, 705, 161661
city, Gràcia, ES, 41.40237, 2.15641, 76, 120087
city, Gijón, ES, 43.53573, -5.66152, 22, 277554
city, Getafe, ES, 40.30571, -3.73295, 636, 167164
city, Fuenlabrada, ES, 40.28419, -3.79415, 671, 197836
city, Ciudad Lineal, ES, 40.45455, -3.64808, 700, 228171
city, Chamartín, ES, 40.46206, -3.6766, 719, 140000
city, Burgos, ES, 42.35022, -3.67527, 867, 178966
city, Bilbao, ES, 43.26271, -2.92528, 20, 354860
city, Barcelona, ES, 41.38879, 2.15899, 47, 1621537
city, Badalona, ES, 41.45004, 2.24741, 16, 219547
city, Alcorcón, ES, 40.34582, -3.82487, 729, 167967
city, Alcobendas, ES, 40.54746, -3.64197, 696, 107514
city, Alcalá de Henares, ES, 40.48205, -3.35996, 597, 204574
city, Nou Barris, ES, 41.44163, 2.17727, 85, 164981
city, Moncloa-Aravaca, ES, 40.43547, -3.7317, 615, 116531
city, Eixample, ES, 41.38896, 2.16179, 44, 262485
city, Sarrià-Sant Gervasi, ES, 41.40104, 2.1394, 124, 140000
city, Horta-Guinardó, ES, 41.41849, 2.1677, 166, 169920
city, Sants-Montjuïc, ES, 41.37263, 2.1546, 44, 177636
city, Sant Martí, ES, 41.41814, 2.19933, 21, 221029
city, Ciutat Vella, ES, 41.38022, 2.17319, 28, 111290
city, Arganzuela, ES, 40.40021, -3.69618, 605, 148797
city, San Blas, ES, 40.43893, -3.61537, 663, 157367
city, Latina, ES, 40.38897, -3.74569, 652, 256644
city, Usera, ES, 40.38866, -3.70035, 586, 141189
city, Salamanca, ES, 40.42972, -3.67975, 698, 147707
city, Chamberí, ES, 40.43404, -3.70379, 693, 145934
city, Carabanchel, ES, 40.39094, -3.7242, 622, 253678
city, City Center, ES, 40.41831, -3.70275, 673, 149718
city, Retiro, ES, 40.41317, -3.68307, 665, 126058
city, Delicias, ES, 41.64928, -0.90757, 228, 110520
city, Fuencarral-El Pardo, ES, 40.4984, -3.7314, 687, 220085
city, Nazrēt, ET, 8.55, 39.26667, 1627, 213995
city, Mekele, ET, 13.49667, 39.47528, 2068, 215546
city, Jīma, ET, 7.66667, 36.83333, 1716, 128306
city, Gondar, ET, 12.6, 37.46667, 2201, 153914
city, Dire Dawa, ET, 9.59306, 41.86611, 1204, 252279
city, Desē, ET, 11.13333, 39.63333, 2494, 136056
city, Debre Zeyit, ET, 8.75, 38.98333, 1916, 104215
city, Bahir Dar, ET, 11.59364, 37.39077, 1799, 168899
city, Hawassa, ET, 7.06205, 38.47635, 1697, 133097
city, Addis Ababa, ET, 9.02497, 38.74689, 2405, 2757729
city, Vantaa, FI, 60.29414, 25.04099, 18, 190058
city, Turku, FI, 60.45148, 22.26869, 22, 175945
city, Tampere, FI, 61.49911, 23.78712, 114, 202687
city, Oulu, FI, 65.01236, 25.46816, 15, 128618
city, Helsinki, FI, 60.16952, 24.93545, 26, 558457
city, Espoo, FI, 60.2052, 24.6522, 16, 256760
city, Villeurbanne, FR, 45.76667, 4.88333, 173, 131445
city, Tours, FR, 47.38333, 0.68333, 52, 141621
city, Toulouse, FR, 43.60426, 1.44367, 150, 433055
city, Toulon, FR, 43.11667, 5.93333, 7, 168701
city, Strasbourg, FR, 48.58392, 7.74553, 147, 274845
city, Saint-Étienne, FR, 45.43333, 4.4, 615, 176280
city, Rouen, FR, 49.44313, 1.09932, 21, 112787
city, Rennes, FR, 48.11198, -1.67429, 39, 209375
city, Reims, FR, 49.25, 4.03333, 84, 196565
city, Perpignan, FR, 42.69764, 2.89541, 43, 110706
city, Paris, FR, 48.85341, 2.3488, 42, 2138551
city, Orléans, FR, 47.90289, 1.90389, 115, 124149
city, Nîmes, FR, 43.83333, 4.35, 54, 148236
city, Nice, FR, 43.70313, 7.26608, 18, 338620
city, Nantes, FR, 47.21725, -1.55336, 19, 277269
city, Nancy, FR, 48.68439, 6.18496, 212, 105334
city, Mulhouse, FR, 47.75, 7.33333, 240, 111430
city, Montpellier, FR, 43.61092, 3.87723, 56, 248252
city, Metz, FR, 49.11911, 6.17269, 182, 123914
city, Marseille, FR, 43.29695, 5.38107, 28, 794811
city, Lyon, FR, 45.74846, 4.84671, 173, 472317
city, Limoges, FR, 45.83153, 1.2578, 284, 141176
city, Lille, FR, 50.63297, 3.05858, 27, 228328
city, Le Mans, FR, 48.0, 0.2, 61, 144515
city, Le Havre, FR, 49.4938, 0.10767, 12, 185972
city, Grenoble, FR, 45.16667, 5.71667, 221, 158552
city, Dijon, FR, 47.31667, 5.01667, 242, 149782
city, Clermont-Ferrand, FR, 45.77966, 3.08628, 406, 138681
city, Caen, FR, 49.18585, -0.35912, 21, 110624
city, Brest, FR, 48.4, -4.48333, 59, 144899
city, Boulogne-Billancourt, FR, 48.83333, 2.25, 38, 108782
city, Bordeaux, FR, 44.84044, -0.5805, 20, 231844
city, Besançon, FR, 47.24878, 6.01815, 300, 128426
city, Argenteuil, FR, 48.95, 2.25, 36, 101475
city, Angers, FR, 47.46667, -0.55, 50, 168279
city, Amiens, FR, 49.9, 2.3, 28, 143086
city, Aix-en-Provence, FR, 43.5283, 5.44973, 205, 146821
city, Saint-Quentin-en-Yvelines, FR, 48.77186, 2.01891, 166, 146598
city, Cergy-Pontoise, FR, 49.03894, 2.07805, 54, 183430
city, Port-Gentil, GA, -0.71933, 8.78151, 4, 109163
city, Libreville, GA, 0.39241, 9.45356, 8, 578156
city, York, GB, 53.95763, -1.08271, 17, 144202
city, Worcester, GB, 52.18935, -2.22001, 29, 100023
city, Wolverhampton, GB, 52.58547, -2.12296, 160, 252791
city, Woking, GB, 51.31903, -0.55893, 39, 103932
city, West Bromwich, GB, 52.51868, -1.9945, 165, 135618
city, Watford, GB, 51.65531, -0.39602, 77, 125707
city, Walsall, GB, 52.58528, -1.98396, 129, 172141
city, Swindon, GB, 51.55797, -1.78116, 113, 155432
city, Swansea, GB, 51.62079, -3.94323, 18, 170883
city, Sutton Coldfield, GB, 52.56667, -1.81667, 119, 107030
city, Sutton, GB, 51.35, -0.2, 83, 187600
city, Sunderland, GB, 54.90465, -1.38222, 36, 177965
city, Stoke-on-Trent, GB, 53.00415, -2.18538, 114, 260419
city, Stockport, GB, 53.40979, -2.15761, 59, 139052
city, Southend-on-Sea, GB, 51.53782, 0.71433, 31, 163377
city, Southampton, GB, 50.90395, -1.40428, 19, 246201
city, Slough, GB, 51.50949, -0.59541, 33, 134072
city, Sheffield, GB, 53.38297, -1.4659, 75, 447047
city, St Helens, GB, 53.45, -2.73333, 31, 102555
city, Rotherham, GB, 53.43012, -1.35678, 41, 117618
city, Reading, GB, 51.45625, -0.97113, 51, 244070
city, Preston, GB, 53.76667, -2.71667, 22, 190687
city, Portsmouth, GB, 50.79899, -1.09125, 6, 194150
city, Poole, GB, 50.71667, -2.0, 1, 150092
city, Plymouth, GB, 50.37153, -4.14305, 14, 247297
city, Peterborough, GB, 52.57364, -0.24777, 12, 140141
city, Oxford, GB, 51.75222, -1.25596, 72, 154566
city, Oldham, GB, 53.54051, -2.1183, 204, 104782
city, Nottingham, GB, 52.9536, -1.15047, 46, 246654
city, Norwich, GB, 52.62783, 1.29834, 19, 177636
city, Northampton, GB, 52.25, -0.88333, 97, 197322
city, Newport, GB, 51.58774, -2.99835, 16, 117326
city, Newcastle upon Tyne, GB, 54.97328, -1.61396, 54, 192382
city, Milton Keynes, GB, 52.04172, -0.75583, 114, 184506
city, Middlesbrough, GB, 54.57623, -1.23483, 15, 142707
city, Manchester, GB, 53.48095, -2.23743, 51, 395515
city, Luton, GB, 51.87967, -0.41748, 117, 193669
city, City of London, GB, 51.51279, -0.09184, 27, 7556900
city, London, GB, 51.50853, -0.12574, 25, 7556900
city, Liverpool, GB, 53.41058, -2.97794, 30, 468945
city, Leicester, GB, 52.6386, -1.13169, 65, 339239
city, Leeds, GB, 53.79648, -1.54785, 50, 455123
city, Hull, GB, 53.7446, -0.33525, 8, 302296
city, Islington, GB, 51.53622, -0.10304, 37, 319143
city, Ipswich, GB, 52.05917, 1.15545, 18, 143767
city, Huddersfield, GB, 53.64904, -1.78416, 90, 149017
city, Gloucester, GB, 51.86568, -2.2431, 24, 128721
city, Glasgow, GB, 55.86515, -4.25763, 40, 610268
city, Gillingham, GB, 51.38914, 0.54863, 31, 101187
city, Exeter, GB, 50.7236, -3.52751, 46, 113118
city, Edinburgh, GB, 55.95206, -3.19648, 66, 435791
city, Eastbourne, GB, 50.76871, 0.28453, 8, 112906
city, Dundee, GB, 56.46913, -2.97489, 77, 151592
city, Dudley, GB, 52.5, -2.08333, 161, 199059
city, Derby, GB, 52.92277, -1.47663, 55, 235029
city, Dagenham, GB, 51.55, 0.16667, 13, 108368
city, Crawley, GB, 51.11303, -0.18312, 84, 107061
city, Coventry, GB, 52.40656, -1.51217, 89, 308313
city, Colchester, GB, 51.88921, 0.90421, 29, 109414
city, Cheltenham, GB, 51.9, -2.08333, 62, 103249
city, Chelmsford, GB, 51.73575, 0.46958, 33, 102671
city, Cardiff, GB, 51.48, -3.18, 17, 302139
city, Cambridge, GB, 52.2, 0.11667, 12, 128488
city, Bristol, GB, 51.45523, -2.59665, 21, 430713
city, Brighton, GB, 50.82838, -0.13947, 29, 139001
city, Bradford, GB, 53.79391, -1.75206, 110, 299310
city, Bournemouth, GB, 50.72048, -1.8795, 19, 163600
city, Bolton, GB, 53.58333, -2.43333, 105, 141331
city, Blackpool, GB, 53.81667, -3.05, 21, 143101
city, Blackburn, GB, 53.75, -2.48333, 121, 106154
city, Birmingham, GB, 52.48142, -1.89983, 149, 984333
city, Bexley, GB, 51.44162, 0.14866, 16, 228000
city, Belfast, GB, 54.58333, -5.93333, 17, 274770
city, Basildon, GB, 51.56844, 0.45782, 31, 101362
city, Aberdeen, GB, 57.14369, -2.09814, 13, 183790
city, Telford, GB, 52.67659, -2.44926, 163, 138241
city, Mendip, GB, 51.2372, -2.6266, 293, 110000
city, Tbilisi, GE, 41.69411, 44.83368, 491, 1049498
city, K'ut'aisi, GE, 42.26791, 42.69459, 153, 178338
city, Batumi, GE, 41.64228, 41.63392, 6, 121806
city, Teshi Old Town, GH, 5.58365, -0.10722, 13, 144013
city, Tema, GH, 5.6698, -0.01657, 27, 155782
city, Tamale, GH, 9.40078, -0.8393, 196, 360579
city, Takoradi, GH, 4.88447, -1.75536, 22, 232919
city, Sekondi-Takoradi, GH, 4.934, -1.7137, 10, 138872
city, Obuasi, GH, 6.20602, -1.66191, 233, 137856
city, Medina Estates, GH, 5.6658, -0.16308, 86, 101207
city, Kumasi, GH, 6.68848, -1.62443, 270, 1468609
city, Cape Coast, GH, 5.10535, -1.2466, 21, 143015
city, Achiaman, GH, 5.7, -0.33333, 39, 202932
city, Accra, GH, 5.55602, -0.1969, 33, 1963264
city, Nzérékoré, GN, 7.75624, -8.8179, 482, 132728
city, Kindia, GN, 10.05692, -12.86576, 415, 117062
city, Kankan, GN, 10.38542, -9.30568, 381, 114009
city, Conakry, GN, 9.53795, -13.67729, 13, 1767200
city, Camayenne, GN, 9.535, -13.68778, 6, 1871242
city, Malabo, GQ, 3.75, 8.78333, 40, 155963
city, Bata, GQ, 1.86391, 9.76582, 13, 173046
city, Piraeus, GR, 37.94745, 23.63708, 12, 163688
city, Peristéri, GR, 38.01539, 23.69187, 49, 139981
city, Pátra, GR, 38.24444, 21.73444, 20, 163360
city, Lárisa, GR, 39.63722, 22.42028, 85, 128758
city, Kallithéa, GR, 37.95, 23.7, 28, 100641
