type, name, country, latitude, longitude, elevation, population
city, Ras al-Khaimah, AE, 25.78953, 55.9432, 2, 115949
city, Dubai, AE, 25.25817, 55.30472, 11, 1137347
city, Sharjah, AE, 25.33737, 55.41206, 6, 543733
city, Al Ain, AE, 24.19167, 55.76056, 275, 408733
city, Ajman, AE, 25.41111, 55.43504, 4, 226172
city, Abu Dhabi, AE, 24.46667, 54.36667, 6, 603492
city, Mazār-e Sharīf, AF, 36.70904, 67.11087, 361, 303282
city, Kunduz, AF, 36.72896, 68.857, 402, 161902
city, Kandahār, AF, 31.61332, 65.71013, 1007, 391190
city, Kabul, AF, 34.52813, 69.17233, 1798, 3043532
city, Jalālābād, AF, 34.42647, 70.45153, 575, 200331
city, Herāt, AF, 34.34817, 62.19967, 927, 272806
city, Ghazni, AF, 33.55391, 68.42096, 2179, 141000
city, Gardēz, AF, 33.59744, 69.22592, 2308, 103601
city, Balkh, AF, 36.75635, 66.8972, 348, 114883
city, Baghlān, AF, 36.13068, 68.70829, 531, 108449
city, Elbasan, AL, 41.1125, 20.08222, 128, 100903
city, Tirana, AL, 41.3275, 19.81889, 113, 374801
city, Durrës, AL, 41.32306, 19.44139, 13, 122034
city, Yerevan, AM, 40.18111, 44.51361, 994, 1093485
city, Vanadzor, AM, 40.80456, 44.4939, 1344, 101098
city, Gyumri, AM, 40.7942, 43.84528, 1549, 148381
city, N’dalatando, AO, -9.29782, 14.91162, 795, 383100
city, Luanda, AO, -8.83682, 13.23432, 73, 2776168
city, Lubango, AO, -14.91717, 13.4925, 1760, 102541
city, Lobito, AO, -12.3644, 13.53601, 4, 207932
city, Cuito, AO, -12.38333, 16.93333, 1715, 113624
city, Huambo, AO, -12.77611, 15.73917, 1716, 226145
city, Benguela, AO, -12.57626, 13.40547, 11, 151226
city, Villa Lugano, AR, -34.67907, -58.47262, 19, 114000
city, Tandil, AR, -37.32167, -59.13316, 192, 104325
city, Resistencia, AR, -27.46056, -58.98389, 56, 387158
city, Quilmes, AR, -34.72418, -58.25265, 24, 518788
city, Posadas, AR, -27.36708, -55.89608, 127, 323739
city, Morón, AR, -34.65344, -58.61975, 29, 319934
city, Mar del Plata, AR, -38.00228, -57.55754, 15, 553935
city, La Plata, AR, -34.92145, -57.95453, 27, 694167
city, Formosa, AR, -26.17753, -58.17814, 70, 221383
city, Corrientes, AR, -27.4806, -58.8341, 63, 339067
city, Concordia, AR, -31.39296, -58.02089, 30, 145210
city, Buenos Aires, AR, -34.61315, -58.37723, 31, 13076300
city, Santiago del Estero, AR, -27.79511, -64.26149, 188, 354692
city, Santa Rosa, AR, -36.61667, -64.28333, 179, 111424
city, Santa Fe de la Vera Cruz, AR, -31.63333, -60.7, 21, 489505
city, San Salvador de Jujuy, AR, -24.19456, -65.29712, 1260, 305891
city, San Rafael, AR, -34.61772, -68.33007, 702, 109163
city, San Nicolás de los Arroyos, AR, -33.33578, -60.22523, 25, 127742
city, San Miguel de Tucumán, AR, -26.82414, -65.2226, 452, 781023
city, San Luis, AR, -33.29501, -66.33563, 729, 183982
city, San Juan, AR, -31.5375, -68.53639, 649, 447048
city, San Fernando del Valle de Catamarca, AR, -28.46957, -65.78524, 545, 188812
city, Salta, AR, -24.7859, -65.41166, 1183, 512686
city, Rosario, AR, -32.94682, -60.63932, 38, 1173533
city, Río Cuarto, AR, -33.13067, -64.34992, 441, 153757
city, Paraná, AR, -31.73197, -60.5238, 60, 262295
city, Neuquén, AR, -38.95161, -68.0591, 281, 242092
city, Mendoza, AR, -32.89084, -68.82717, 746, 876884
city, La Rioja, AR, -29.41105, -66.85067, 502, 162620
city, Córdoba, AR, -31.4135, -64.18105, 395, 1428214
city, Comodoro Rivadavia, AR, -45.86414, -67.49656, 65, 140850
city, Bahía Blanca, AR, -38.7196, -62.27243, 24, 276546
city, Vienna, AT, 48.20849, 16.37208, 193, 1691468
city, Salzburg, AT, 47.79941, 13.04399, 435, 150269
city, Linz, AT, 48.30639, 14.28611, 268, 181162
city, Innsbruck, AT, 47.26266, 11.39454, 587, 112467
city, Graz, AT, 47.06667, 15.45, 363, 222326
city, Rockingham, AU, -32.27682, 115.72978, 8, 108022
city, Perth, AU, -31.95224, 115.8614, 34, 1896548
city, Darwin, AU, -12.46113, 130.84185, 31, 129062
city, Adelaide, AU, -34.92866, 138.59863, 59, 1225235
city, Townsville, AU, -19.26639, 146.8057, 15, 196219
city, Toowoomba, AU, -27.56056, 151.95386, 599, 131258
city, Sydney, AU, -33.86785, 151.20732, 58, 4627345
city, Newcastle, AU, -32.92715, 151.77647, 21, 308308
city, Melbourne, AU, -37.814, 144.96332, 25, 4246375
city, Launceston, AU, -41.43876, 147.13467, 11, 106153
city, Hobart, AU, -42.87936, 147.32941, 19, 216656
city, Gold Coast, AU, -28.00029, 153.43088, 12, 591473
city, Geelong, AU, -38.14711, 144.36069, 23, 226034
city, Wollongong, AU, -34.424, 150.89345, 29, 292190
city, Canberra, AU, -35.28346, 149.12807, 571, 367752
city, Cairns, AU, -16.92304, 145.76625, 7, 153075
city, Brisbane, AU, -27.46794, 153.02809, 27, 2189878
city, Bendigo, AU, -36.75818, 144.28024, 221, 100617
city, Logan City, AU, -27.63917, 153.10944, 39, 282673
city, Lǝnkǝran, AZ, 38.75428, 48.85062, -22, 240300
city, Sumqayıt, AZ, 40.58972, 49.66861, -11, 265150
city, Ganja, AZ, 40.68278, 46.36056, 417, 313300
city, Baku, AZ, 40.37767, 49.89201, -23, 1116513
city, Zenica, BA, 44.20169, 17.90397, 325, 164423
city, Tuzla, BA, 44.53842, 18.66709, 225, 142486
city, Sarajevo, BA, 43.84864, 18.35644, 509, 696731
city, Mostar, BA, 43.34333, 17.80806, 66, 104518
city, Banja Luka, BA, 44.77583, 17.18556, 166, 221106
city, Tungi, BD, 23.89154, 90.40232, 13, 337579
city, Sylhet, BD, 24.89904, 91.87198, 26, 237000
city, Jamālpur, BD, 24.91965, 89.94812, 23, 167900
city, Sātkhira, BD, 22.70817, 89.07185, 11, 128918
city, Sirājganj, BD, 24.45771, 89.70802, 19, 127481
city, Narsingdi, BD, 23.92298, 90.71768, 13, 281080
city, Shāhzādpur, BD, 24.17687, 89.5988, 16, 102420
city, Rājshāhi, BD, 24.374, 88.60114, 23, 700133
city, Nārāyanganj, BD, 23.61352, 90.50298, 13, 223622
city, Nāgarpur, BD, 24.05783, 89.87696, 15, 238422
city, Mymensingh, BD, 24.75636, 90.40646, 19, 225126
city, Comilla, BD, 23.46186, 91.18504, 17, 389411
city, Rangpur, BD, 25.74664, 89.25166, 36, 343122
city, Kushtia, BD, 23.9028, 89.11943, 17, 135724
city, Dhaka, BD, 23.7104, 90.40744, 23, 10356500
city, Bhairab Bāzār, BD, 24.0524, 90.9764, 12, 105457
city, Pār Naogaon, BD, 24.80418, 88.94875, 20, 192464
city, Farīdpur, BD, 23.60612, 89.84064, 15, 112187
city, Dinājpur, BD, 25.62745, 88.63779, 42, 206234
city, Chittagong, BD, 22.3384, 91.83168, 15, 3920222
city, Cox’s Bāzār, BD, 21.45388, 91.96765, 8, 253788
city, Khulna, BD, 22.80978, 89.56439, 8, 1342339
city, Barisāl, BD, 22.70497, 90.37013, 10, 202242
city, Jessore, BD, 23.16971, 89.21371, 15, 243987
city, Pābna, BD, 24.00644, 89.2372, 19, 186781
city, Tāngāil, BD, 24.24984, 89.91655, 17, 180144
city, Bogra, BD, 24.85098, 89.37108, 26, 210000
city, Nawābganj, BD, 24.59025, 88.27444, 28, 142361
city, Sherpur, BD, 25.01881, 90.01751, 25, 107419
city, Saidpur, BD, 25.77769, 88.89169, 43, 199422
city, Namur, BE, 50.4669, 4.86746, 88, 106284
city, Liège, BE, 50.63373, 5.56749, 66, 182597
city, Gent, BE, 51.05, 3.71667, 10, 231493
city, Charleroi, BE, 50.41136, 4.44448, 136, 200132
city, Brussels, BE, 50.85045, 4.34878, 28, 1019022
city, Brugge, BE, 51.20892, 3.22424, 13, 116709
city, Antwerpen, BE, 51.21989, 4.40346, 10, 459805
city, Ouagadougou, BF, 12.36566, -1.53388, 299, 1086505
city, Bobo-Dioulasso, BF, 11.17715, -4.2979, 423, 360106
city, Varna, BG, 43.21667, 27.91667, 54, 312770
city, Stara Zagora, BG, 42.43278, 25.64194, 205, 143431
city, Sofia, BG, 42.69751, 23.32415, 562, 1152556
city, Ruse, BG, 43.85639, 25.97083, 49, 156238
city, Plovdiv, BG, 42.15, 24.75, 169, 340494
city, Pleven, BG, 43.41667, 24.61667, 97, 118675
city, Burgas, BG, 42.50606, 27.46781, 36, 195966
city, Manama, BH, 26.21536, 50.5832, 5, 147074
city, Bujumbura, BI, -3.3822, 29.3644, 805, 331700
city, Porto-Novo, BJ, 6.49646, 2.60359, 20, 234168
city, Parakou, BJ, 9.33716, 2.63031, 369, 163753
city, Kandi, BJ, 11.13417, 2.93861, 294, 109701
city, Djougou, BJ, 9.70853, 1.66598, 444, 237040
city, Cotonou, BJ, 6.36536, 2.41833, 7, 690584
city, Bohicon, BJ, 7.17826, 2.0667, 166, 125092
city, Abomey-Calavi, BJ, 6.44852, 2.35566, 11, 385755
city, Tarija, BO, -21.53549, -64.72956, 1870, 159269
city, Sucre, BO, -19.03332, -65.26274, 2798, 224838
city, Santa Cruz de la Sierra, BO, -17.78629, -63.18117, 433, 1364389
city, Potosí, BO, -19.58361, -65.75306, 3967, 141251
city, Oruro, BO, -17.98333, -67.15, 3936, 208684
city, La Paz, BO, -16.5, -68.15, 3782, 812799
city, Cochabamba, BO, -17.3895, -66.1568, 2577, 900414
city, Vitória de Santo Antão, BR, -8.11806, -35.29139, 156, 107383
city, Timon, BR, -5.09417, -42.83667, 76, 124427
city, Teresina, BR, -5.08917, -42.80194, 87, 744512
city, Sobral, BR, -3.68611, -40.34972, 75, 157996
city, São Luís, BR, -2.52972, -44.30278, 29, 917237
city, Santa Rita, BR, -7.11389, -34.97806, 6, 119893
city, Santarém, BR, -2.44306, -54.70833, 51, 189047
city, Recife, BR, -8.05389, -34.88111, 8, 1478098
city, Petrolina, BR, -9.39861, -40.50083, 383, 194650
city, Paulista, BR, -7.94083, -34.87306, 20, 289971
city, Parnamirim, BR, -5.91556, -35.26278, 56, 150343
city, Parnaíba, BR, -2.90472, -41.77667, 9, 138008
city, Olinda, BR, -8.00889, -34.85528, 37, 366754
city, Natal, BR, -5.795, -35.20944, 32, 763043
city, Mossoró, BR, -5.1875, -37.34417, 24, 202005
city, Maracanaú, BR, -3.87667, -38.62556, 54, 193529
city, Marabá, BR, -5.36861, -49.11778, 101, 145860
city, Maceió, BR, -9.66583, -35.73528, 11, 954991
city, Macapá, BR, 0.03889, -51.06639, 17, 338936
city, Juazeiro do Norte, BR, -7.21306, -39.31528, 413, 225230
city, João Pessoa, BR, -7.115, -34.86306, 45, 650883
city, Jaboatão, BR, -8.18028, -35.00139, 88, 702621
city, Imperatriz, BR, -5.52639, -47.49167, 127, 218106
city, Garanhuns, BR, -8.88202, -36.50216, 770, 110085
city, Fortaleza, BR, -3.71722, -38.54306, 18, 2400000
city, Caxias, BR, -4.85889, -43.35611, 83, 148072
city, Caucaia, BR, -3.73611, -38.65306, 35, 275019
city, Castanhal, BR, -1.29389, -47.92639, 46, 137406
city, Caruaru, BR, -8.28333, -35.97611, 568, 235371
city, Campina Grande, BR, -7.23056, -35.88111, 508, 348936
city, Cabo, BR, -8.28333, -35.03333, 16, 143105
city, Belém, BR, -1.45583, -48.50444, 15, 1407737
city, Arapiraca, BR, -9.7525, -36.66111, 275, 166562
city, Araguaína, BR, -7.19111, -48.20722, 237, 105019
city, Ananindeua, BR, -1.36556, -48.37222, 19, 433956
city, Volta Redonda, BR, -22.52306, -44.10417, 400, 249580
city, Vitória da Conquista, BR, -14.86611, -40.83944, 876, 253137
city, Vitória, BR, -20.31944, -40.33778, 16, 312656
city, Vila Velha, BR, -20.32972, -40.2925, 5, 394930
city, Viamão, BR, -30.08111, -51.02333, 108, 285269
city, Várzea Paulista, BR, -23.21139, -46.82833, 755, 110936
city, Várzea Grande, BR, -15.64667, -56.1325, 197, 249752
city, Varginha, BR, -21.55139, -45.43028, 887, 116571
city, Uruguaiana, BR, -29.75472, -57.08833, 79, 123480
city, Uberlândia, BR, -18.91861, -48.27722, 867, 563536
city, Uberaba, BR, -19.74833, -47.93194, 772, 260843
city, Toledo, BR, -24.71361, -53.74306, 562, 119313
city, Teresópolis, BR, -22.41222, -42.96556, 883, 123979
city, Teófilo Otoni, BR, -17.8575, -41.50528, 343, 101170
city, Taubaté, BR, -23.02639, -45.55528, 589, 251641
city, Taboão da Serra, BR, -23.62611, -46.79167, 795, 214523
city, Suzano, BR, -23.5425, -46.31083, 747, 283314
city, Sumaré, BR, -22.82194, -47.26694, 573, 227977
city, Sorocaba, BR, -23.50167, -47.45806, 602, 558862
city, Sete Lagoas, BR, -19.46583, -44.24667, 764, 201334
city, Serra, BR, -20.12861, -40.30778, 57, 394153
city, Sapucaia, BR, -29.83333, -51.15, 37, 130937
city, São Vicente, BR, -23.96306, -46.39194, 10, 324457
city, São Paulo, BR, -23.5475, -46.63611, 769, 10021295
city, São Leopoldo, BR, -29.76028, -51.14722, 10, 209229
city, São José dos Pinhais, BR, -25.5302, -49.20836, 905, 124224
city, São José dos Campos, BR, -23.17944, -45.88694, 596, 613764
city, São José do Rio Preto, BR, -20.81972, -49.37944, 505, 374699
city, São José, BR, -28.21171, -49.1632, 80, 200000
city, São João de Meriti, BR, -22.80389, -43.37222, 14, 454849
city, São Carlos, BR, -22.0175, -47.89083, 838, 205035
city, São Caetano do Sul, BR, -23.62306, -46.55111, 770, 136453
city, São Bernardo do Campo, BR, -23.69389, -46.565, 796, 743372
city, Santos, BR, -23.96083, -46.33361, 12, 411403
city, Santo André, BR, -23.66389, -46.53833, 801, 662373
city, Santa Maria, BR, -29.68417, -53.80694, 146, 249219
city, Santa Luzia, BR, -19.76972, -43.85139, 760, 243503
city, Santa Cruz do Sul, BR, -29.7175, -52.42583, 69, 106113
city, Santa Bárbara d'Oeste, BR, -22.75361, -47.41361, 565, 188000
city, Salvador, BR, -12.97111, -38.51083, 10, 2711840
city, Rondonópolis, BR, -16.47083, -54.63556, 230, 152912
city, Rio Grande, BR, -32.035, -52.09861, 7, 187838
city, Rio de Janeiro, BR, -22.90278, -43.2075, 5, 6023699
city, Rio Claro, BR, -22.41139, -47.56139, 617, 180147
city, Ribeirão Preto, BR, -21.1775, -47.81028, 554, 619746
city, Ribeirão Pires, BR, -23.71056, -46.41333, 760, 111888
city, Ribeirão das Neves, BR, -19.76694, -44.08667, 804, 406802
city, Resende, BR, -22.46889, -44.44667, 408, 111514
city, Queimados, BR, -22.71611, -43.55528, 37, 135741
city, Presidente Prudente, BR, -22.12556, -51.38889, 462, 209502
city, Praia Grande, BR, -24.00583, -46.40278, 11, 250027
city, Pouso Alegre, BR, -22.23, -45.93639, 838, 115201
city, Porto Seguro, BR, -16.44972, -39.06472, 4, 123173
city, Porto Alegre, BR, -30.03306, -51.23, 46, 1372741
city, Ponta Grossa, BR, -25.095, -50.16194, 954, 292177
city, Poços de Caldas, BR, -21.78778, -46.56139, 1222, 146588
city, Poá, BR, -23.52806, -46.34472, 764, 107432
city, Piracicaba, BR, -22.72528, -47.64917, 530, 342209
city, Pindamonhangaba, BR, -22.92389, -45.46167, 562, 132218
city, Petrópolis, BR, -22.505, -43.17861, 819, 272691
city, Pelotas, BR, -31.77194, -52.3425, 14, 320674
city, Patos de Minas, BR, -18.57889, -46.51806, 842, 126234
city, Passo Fundo, BR, -28.26278, -52.40667, 689, 179529
city, Paranaguá, BR, -25.51944, -48.51992, 14, 141013
city, Palhoça, BR, -27.64528, -48.66778, 5, 122423
city, Osasco, BR, -23.5325, -46.79167, 750, 677856
city, Novo Hamburgo, BR, -29.67833, -51.13056, 56, 253841
city, Nova Iguaçu, BR, -22.75917, -43.45111, 36, 1002118
city, Nova Friburgo, BR, -22.28194, -42.53111, 858, 153361
city, Nossa Senhora do Socorro, BR, -10.855, -37.12611, 39, 163993
city, Niterói, BR, -22.88333, -43.10361, 44, 456456
city, Nilópolis, BR, -22.8075, -43.41389, 27, 147281
city, Montes Claros, BR, -16.735, -43.86167, 686, 332379
city, Mogi Guaçu, BR, -22.36742, -46.94389, 608, 128865
city, Mogi das Cruzes, BR, -23.52278, -46.18833, 759, 325746
city, Mauá, BR, -23.66778, -46.46139, 773, 386069
city, Maringá, BR, -23.42528, -51.93861, 556, 311724
city, Marília, BR, -22.21389, -49.94583, 655, 212218
city, Macaé, BR, -22.37083, -41.78694, 39, 143029
city, Luziânia, BR, -16.2525, -47.95028, 932, 143601
city, Londrina, BR, -23.31028, -51.16278, 605, 471832
city, Linhares, BR, -19.39111, -40.07222, 36, 105075
city, Limeira, BR, -22.56472, -47.40167, 582, 289665
city, Lages, BR, -27.81611, -50.32611, 917, 164676
city, Jundiaí, BR, -23.18639, -46.88417, 753, 321589
city, Juiz de Fora, BR, -21.76417, -43.35028, 707, 470193
city, Joinville, BR, -26.30444, -48.84556, 9, 461304
city, Jequié, BR, -13.8575, -40.08361, 214, 127475
city, Jaú, BR, -22.29639, -48.55778, 528, 119206
city, Jaraguá do Sul, BR, -26.48611, -49.06667, 27, 130130
city, Jandira, BR, -23.5275, -46.9025, 733, 113605
city, Jacareí, BR, -23.30528, -45.96583, 574, 213110
city, Itu, BR, -23.26417, -47.29917, 594, 137586
city, Itaquaquecetuba, BR, -23.48611, -46.34833, 748, 336679
city, Itapevi, BR, -23.54889, -46.93417, 772, 201748
city, Itapetininga, BR, -23.59167, -48.05306, 670, 126243
city, Itapecerica da Serra, BR, -23.71694, -46.84917, 901, 151605
city, Itajaí, BR, -26.90778, -48.66194, 6, 155716
city, Itaguaí, BR, -22.85222, -43.77528, 31, 100752
city, Itabuna, BR, -14.78556, -39.28028, 69, 205660
city, Itaboraí, BR, -22.74444, -42.85944, 47, 182498
city, Ipatinga, BR, -19.46833, -42.53667, 229, 228746
city, Indaiatuba, BR, -23.08842, -47.2119, 610, 179911
city, Ilhéus, BR, -14.79364, -39.03949, 26, 155499
city, Ibirité, BR, -20.02194, -44.05889, 883, 141374
city, Hortolândia, BR, -22.85833, -47.22, 584, 203533
city, Guarulhos, BR, -23.46278, -46.53333, 774, 1169577
city, Guarujá, BR, -23.99306, -46.25639, 13, 310424
city, Guaratinguetá, BR, -22.81639, -45.1925, 545, 105880
city, Guarapuava, BR, -25.39528, -51.45806, 1121, 150850
city, Guarapari, BR, -20.65367, -40.50204, 13, 100925
city, Gravataí, BR, -29.94444, -50.99194, 41, 238778
city, Governador Valadares, BR, -18.85111, -41.94944, 169, 250878
city, Goiânia, BR, -16.67861, -49.25389, 766, 1171195
city, Franco da Rocha, BR, -23.32167, -46.72694, 762, 108858
city, Francisco Morato, BR, -23.28167, -46.74528, 803, 171790
city, Franca, BR, -20.53861, -47.40083, 1002, 305041
city, Foz do Iguaçu, BR, -25.54778, -54.58806, 179, 293523
city, Florianópolis, BR, -27.59667, -48.54917, 26, 412724
city, Ferraz de Vasconcelos, BR, -23.54083, -46.36861, 759, 167900
city, Feira de Santana, BR, -12.26667, -38.96667, 223, 481911
city, Esmeraldas, BR, -19.7625, -44.31389, 755, 103206
city, Embu, BR, -23.64889, -46.85222, 784, 221733
city, Duque de Caxias, BR, -22.78556, -43.31167, 15, 818329
city, Dourados, BR, -22.22111, -54.80556, 445, 162202
city, Divinópolis, BR, -20.13889, -44.88389, 721, 193832
city, Diadema, BR, -23.68611, -46.62278, 784, 390633
city, Curitiba, BR, -25.42778, -49.27306, 924, 1718421
city, Cuiabá, BR, -15.59611, -56.09667, 193, 521934
city, Cubatão, BR, -23.895, -46.42528, 6, 118410
city, Criciúma, BR, -28.6775, -49.36972, 50, 161954
city, Cotia, BR, -23.60389, -46.91917, 801, 174828
city, Coronel Fabriciano, BR, -19.51861, -42.62889, 239, 100916
city, Contagem, BR, -19.93167, -44.05361, 945, 627123
city, Conselheiro Lafaiete, BR, -20.66028, -43.78611, 998, 111596
city, Colombo, BR, -25.29167, -49.22417, 1007, 217000
city, Colatina, BR, -19.53944, -40.63056, 82, 101190
city, Chapecó, BR, -27.09639, -52.61833, 668, 160157
city, Caxias do Sul, BR, -29.16806, -51.17944, 787, 381270
city, Catanduva, BR, -21.13778, -48.97278, 517, 109612
city, Cascavel, BR, -24.95583, -53.45528, 786, 257172
city, Carapicuíba, BR, -23.52272, -46.835, 762, 361112
city, Canoas, BR, -29.91778, -51.18361, 25, 328291
city, Campos, BR, -21.75227, -41.33044, 13, 387417
city, Campo Grande, BR, -20.44278, -54.64639, 592, 729151
city, Campinas, BR, -22.90556, -47.06083, 686, 1031554
city, Camaçari, BR, -12.6975, -38.32417, 29, 188758
city, Cachoeiro de Itapemirim, BR, -20.84889, -41.11278, 39, 187019
city, Cachoeirinha, BR, -29.95111, -51.09389, 15, 121084
city, Cabo Frio, BR, -22.88717, -42.02622, 13, 108239
city, Brasília, BR, -15.77972, -47.92972, 1136, 2207718
city, Bragança Paulista, BR, -22.95194, -46.54194, 838, 125096
city, Botucatu, BR, -22.88583, -48.445, 837, 113862
city, Blumenau, BR, -26.91944, -49.06611, 20, 293949
city, Birigui, BR, -21.28861, -50.34, 409, 102277
city, Betim, BR, -19.96778, -44.19833, 834, 384000
city, Belo Horizonte, BR, -19.92083, -43.93778, 872, 2373224
city, Belford Roxo, BR, -22.76417, -43.39944, 22, 466096
city, Bauru, BR, -22.31472, -49.06056, 530, 335024
city, Barueri, BR, -23.51056, -46.87611, 729, 251994
city, Barretos, BR, -20.55722, -48.56778, 538, 101220
city, Barreiras, BR, -12.15278, -44.99, 472, 158292
city, Barra Mansa, BR, -22.54417, -44.17139, 380, 164052
city, Barbacena, BR, -21.22583, -43.77361, 1171, 122211
city, Atibaia, BR, -23.11694, -46.55028, 817, 110968
city, Araucária, BR, -25.59306, -49.41028, 886, 111302
city, Araruama, BR, -22.87278, -42.34306, 20, 109637
city, Araras, BR, -22.35694, -47.38417, 634, 107463
city, Araraquara, BR, -21.79444, -48.17556, 677, 168468
city, Araçatuba, BR, -21.20889, -50.43278, 392, 170024
city, Aracaju, BR, -10.91111, -37.07167, 11, 490175
city, Apucarana, BR, -23.55083, -51.46083, 871, 107085
city, Angra dos Reis, BR, -23.00667, -44.31806, 8, 153635
city, Anápolis, BR, -16.32667, -48.95278, 1003, 319587
city, Americana, BR, -22.73917, -47.33139, 563, 196022
city, Alagoinhas, BR, -12.13556, -38.41917, 158, 122688
city, Guaíba, BR, -30.11389, -51.325, 22, 101024
city, Palmas, BR, -10.16745, -48.32766, 271, 196272
city, Rio Branco, BR, -9.97472, -67.81, 153, 257642
city, Porto Velho, BR, -8.76194, -63.90389, 90, 306180
city, Manaus, BR, -3.10194, -60.025, 20, 1598210
city, Boa Vista, BR, 2.81972, -60.67333, 82, 235150
city, Ji Paraná, BR, -10.88528, -61.95167, 157, 107697
city, Aparecida de Goiânia, BR, -16.82333, -49.24389, 829, 510770
city, Jaboatão dos Guararapes, BR, -8.11278, -35.01472, 48, 630008
city, Lauro de Freitas, BR, -12.89444, -38.32722, 10, 141280
city, Pinhais, BR, -25.44472, -49.1925, 887, 117000
city, Simões Filho, BR, -12.78444, -38.40389, 33, 116662
city, Sinop, BR, -11.86417, -55.5025, 378, 116013
city, Nassau, BS, 25.05823, -77.34306, 5, 227940
city, Gaborone, BW, -24.65451, 25.90859, 1011, 208411
city, Vitebsk, BY, 55.1904, 30.2049, 150, 342700
city, Salihorsk, BY, 52.7876, 27.5415, 157, 101614
city, Pinsk, BY, 52.1229, 26.0951, 139, 130777
city, Orsha, BY, 54.5081, 30.4172, 159, 125347
city, Novoye Medvezhino, BY, 53.88333, 27.45, 242, 120000
city, Navapolatsk, BY, 55.5318, 28.5987, 131, 100885
city, Minsk, BY, 53.9, 27.56667, 222, 1742124
city, Mazyr, BY, 52.0495, 29.2456, 152, 112137
city, Maladzyechna, BY, 54.3167, 26.854, 161, 101300
city, Mahilyow, BY, 53.9168, 30.3449, 184, 369200
city, Hrodna, BY, 53.6884, 23.8258, 139, 317365
city, Gomel, BY, 52.4345, 30.9754, 138, 480951
city, Brest, BY, 52.09755, 23.68775, 142, 300715
city, Baranovichi, BY, 53.1327, 26.0139, 199, 168772
city, Babruysk, BY, 53.1384, 29.2214, 159, 220517
city, Malinovka, BY, 53.8579, 27.4374, 238, 105000
city, Abbotsford, CA, 49.05798, -122.25257, 114, 151683
city, Anmore, CA, 49.31637, -122.85263, 183, 126456
city, Barrie, CA, 44.40011, -79.66634, 269, 182041
city, Brampton, CA, 43.68341, -79.76633, 221, 433806
city, Burlington, CA, 43.38621, -79.83713, 165, 164415
city, Burnaby, CA, 49.26636, -122.95263, 87, 202799
city, Calgary, CA, 51.05011, -114.08529, 1042, 1019942
city, Cambridge, CA, 43.3601, -80.31269, 272, 120372
city, Coquitlam, CA, 49.28297, -122.75262, 33, 114565
city, Dartmouth, CA, 44.67134, -63.57719, 35, 101343
city, Delta, CA, 49.14399, -122.9068, 81, 101668
city, Edmonton, CA, 53.55014, -113.46871, 610, 712391
city, Etobicoke, CA, 43.65421, -79.56711, 148, 347948
city, Gatineau, CA, 45.47723, -75.70164, 53, 242124
city, Greater Sudbury, CA, 46.49, -80.99001, 266, 157857
city, Guelph, CA, 43.54594, -80.25599, 335, 115760
city, Hamilton, CA, 43.25011, -79.84963, 95, 519949
city, Kelowna, CA, 49.88307, -119.48568, 350, 125109
city, Kingston, CA, 44.22976, -76.48098, 83, 114195
city, Kitchener, CA, 43.42537, -80.5112, 336, 409112
city, Laval, CA, 45.56995, -73.692, 34, 376845
city, London, CA, 42.98339, -81.23304, 252, 346765
city, Longueuil, CA, 45.53121, -73.51806, 18, 229330
city, Markham, CA, 43.86682, -79.2663, 168, 261573
city, Mississauga, CA, 43.5789, -79.6583, 159, 668549
city, Montréal, CA, 45.50884, -73.58781, 216, 3268513
city, North York, CA, 43.76681, -79.4163, 178, 636000
city, Oakville, CA, 43.45011, -79.68292, 99, 165697
city, Oshawa, CA, 43.90012, -78.84957, 105, 247989
city, Ottawa, CA, 45.41117, -75.69812, 71, 812129
city, Regina, CA, 50.45008, -104.6178, 577, 176183
city, Richmond, CA, 49.17003, -123.13683, 9, 182000
city, Richmond Hill, CA, 43.87111, -79.43725, 232, 185541
city, Saguenay, CA, 48.41675, -71.06573, 84, 143692
city, Saskatoon, CA, 52.11679, -106.63452, 501, 198958
city, Sherbrooke, CA, 45.40008, -71.89908, 175, 129447
city, St. Catharines, CA, 43.17126, -79.24267, 102, 131989
city, Surrey, CA, 49.10635, -122.82509, 82, 394976
city, Toronto, CA, 43.70011, -79.4163, 175, 4612191
city, Trois-Rivières, CA, 46.34515, -72.5477, 16, 119693
city, Vancouver, CA, 49.24966, -123.11934, 70, 1837969
city, Vaughan, CA, 43.8361, -79.49827, 218, 238866
city, Victoria, CA, 48.43294, -123.3693, 6, 289625
city, Windsor, CA, 42.30008, -83.01654, 190, 278013
city, Winnipeg, CA, 49.8844, -97.14704, 245, 632063
city, Halifax, CA, 44.64533, -63.57239, 23, 359111
city, Québec, CA, 46.81228, -71.21454, 54, 528595
city, Lévis, CA, 46.80326, -71.17793, 87, 126396
city, Sydney, CA, 46.1351, -60.1831, 6, 105968
city, Okanagan, CA, 50.36386, -119.34997, 598, 297601
city, Ladner, CA, 49.08938, -123.08241, 3, 200000
city, Uvira, CD, -3.39534, 29.13779, 806, 170391
city, Tshikapa, CD, -6.41621, 20.79995, 484, 267462
city, Mwene-Ditu, CD, -7.00906, 23.45278, 970, 189177
city, Mbuji-Mayi, CD, -6.13603, 23.58979, 621, 874761
city, Kisangani, CD, 0.51528, 25.19099, 400, 539158
city, Kindu, CD, -2.94373, 25.92237, 464, 135698
