name,elevation,latitude,longitude
P. 2486,2486,-70.58333333,-70.16666667
Kings Peak,4123,40.77638889,-110.37277778
Mt. Priestley,2359,55.22944444,-128.87222222
Cerro Sosneado,5189,-34.75416667,-69.97166667
Miyanoura-dake,1936,30.33583333,130.50250000
P. 5841,5841,28.90416667,98.38416667
Mt. Graham,3267,32.70166667,-109.87083333
Torre de Cerredo,2648,43.19805556,-4.85111111
Hsueh Shan,3884,24.38333333,121.23000000
Phu Luong,2985,21.57083333,104.30666667
Gelai Peak,2948,-2.61333333,36.10333333
Pik Mus-Khaya,2959,62.60333333,140.93916667
Mt. Murchison,3501,-73.41666667,166.30000000
Cerro Payún Matru,3810,-36.51416667,-69.28583333
Buka Daban Feng,6860,36.02416667,90.86583333
Hasan Dagi,3268,38.12750000,34.16666667
Nanfengmian,2140,26.31333333,114.03666667
Nemjung,7140,28.73500000,84.41666667
Ak Tag,6748,36.72416667,84.60166667
Sahuasiray,5818,-13.21333333,-71.99000000
Gora Khuvkhoitun,2616,57.92083333,160.67583333
Ramlo,2248,13.39083333,41.72750000
Sierra la Laguna HP,2090,23.53916667,-109.95416667
Devon Icecap HP,1920,75.34777778,-82.17388889
Huang Guan Shan,7295,36.10833333,76.21250000
Mt. Banahao,2170,14.06750000,121.49250000
Cerro Malcante,5100,-25.07500000,-65.85166667
Aka-dake,2899,35.97083333,138.36916667
Yam-Alin Range HP,2370,53.60666667,134.57500000
Shakangsham,6822,31.69666667,85.06333333
Yusupu Aleketag Shan,6065,38.19000000,88.90833333
Hkaru Bum,3677,27.14500000,98.15166667
Sharks Teeth Peaks,2304,53.00722222,-127.24000000
Miranjan,2981,34.10333333,73.40750000
Gya,6794,32.52583333,78.40000000
Cerro del Toro,6168,-29.13000000,-69.78666667
Abune Yosef,4260,12.14083333,39.18166667
Kichatna Spire,2739,62.42305556,-152.72555556
Detour Peak,2550,59.84222222,-137.58555556
Sierra la Madera HP,3030,27.03416667,-102.39166667
Nuaf Nefomasi,2351,-9.56083333,124.23000000
Ighil M/Goun,4071,31.50833333,-6.44333333
Daliang Shan HP,4041,27.89416667,103.23666667
Mt. San Antonio,3068,34.28833333,-117.64833333
Pyramiden/Hoeyriggen,1904,70.11666667,-53.40000000
Koudiet Tirbirhine,2456,34.83916667,-4.51666667
Cerro Arenales,3437,-47.19583333,-73.46833333
Bon Irau,2500,-0.66166667,132.88916667
Pt. 8084,2464,60.83027778,-145.13194444
Ymers HP,1900,73.15000000,-24.31666667
Cerro Pular,6233,-24.20083333,-68.06666667
Volcan Osorno,2661,-41.10416667,-72.49583333
Haku-san,2702,36.15416667,136.77000000
Mt. Piora,3557,-6.72583333,145.98833333
P. 6588,6588,42.03666667,80.50416667
Pogromni Volcano,1991,54.56805556,-164.69972222
Baintha Brakk I,7285,35.94750000,75.75333333
Gran Paradiso,4061,45.51805556,7.26722222
Chokai-san,2236,39.09916667,140.05083333
Mt. Douglas,2149,58.85916667,-153.53527778
Sierra de los Cuchaniantes HP,3837,15.51916667,-91.54500000
"Mt. Goodsir, South Tower",3567,51.20166667,-116.39666667
Mt. Bosavi,2507,-6.61416667,142.82666667
Telescope Peak,3367,37.63416667,-118.25555556
Cerro Tia Chena,2630,26.12000000,-100.55666667
Cerro Balmaceda,2035,-51.41750000,-73.19750000
Mt. Peale,3877,38.43861111,-109.22916667
Traill HP,1884,72.71666667,-24.06666667
Mt. Karoma,3623,-5.72250000,142.49500000
Kuh-e Shahvar,3890,36.57916667,54.76416667
Pegunungan Pompangeo,2590,-1.68416667,120.99833333
Cerro la Joya,2930,21.43083333,-99.13250000
Mt. Tabwemasana,1879,-15.36250000,166.75500000
Bangong,6260,33.48166667,79.33666667
Cerro Pinaculo,2160,-50.76000000,-72.25583333
Xiannairi,6032,28.39666667,100.34916667
Pizzo di Coca,3050,46.07166667,10.01138889
Yotei-zan,1898,42.82666667,140.81138889
Pt. 8010,2441,61.16055556,-144.81305556
Pegunungan Cycloop,2000,-2.50666667,140.52500000
Dofana,5940,35.54083333,74.88166667
Pic Boby,2658,-22.19500000,46.88500000
Cima Dodici,2336,45.99750000,11.46805556
Mt. Washington,1917,44.27027778,-71.30333333
Volcan Irazu,3402,9.97666667,-83.85416667
Borgora,5248,43.57916667,85.11916667
P. 5120±,5120,36.25583333,69.79500000
Silvertip Mtn.,2596,49.16000000,-121.21833333
Kanjiroba,6883,29.37833333,82.63916667
Kuh-e Siah Khvani,3314,36.28083333,59.04916667
Killini Oros,2376,37.93972222,22.39694444
Montaña Peña Blanca,3518,15.50000000,-91.91583333
Mt. Igikpak,2523,67.41305556,-154.96638889
Snow Tower,2003,58.17305556,-133.40166667
Cerro San Rafael,3710,25.36416667,-100.55750000
Yuhe Kangri,6327,29.11500000,97.07750000
Mt. Simpson,2883,-10.03500000,149.56916667
Seven Sisters Peaks,2747,54.96750000,-128.23194444
Pico Ruivo,1861,32.76388889,-16.92583333
Munkh Hayrhan,4231,46.89000000,91.47333333
Mauga Silisili,1858,-13.61833333,-172.48583333
Myinmoletkat Taung,2072,13.46666667,98.80500000
Mt. Mitchell,2037,35.76472222,-82.26500000
Oros Ossa,1978,39.79694444,22.68694444
P. 5608,5608,34.55500000,75.83666667
Mt. Saugstad,2908,52.25333333,-126.51500000
Gunung Klabat,1990,1.45333333,125.03083333
Mont Ross,1850,-49.59222222,69.49583333
Victoria Peak,2163,50.05472222,-126.10083333
Truuli Peak,2015,59.91277778,-150.43583333
Volcan Acatenango,3976,14.50083333,-90.87500000
Doi Inthanon,2576,18.58833333,98.48750000
Chiantar Sar,6416,36.72666667,73.89083333
Humphreys Peak,3851,35.34638889,-111.67805556
Macizo Nevado,2100,-43.54416667,-72.20333333
Wuzhi Shan,1840,18.89833333,109.70416667
Volcan de San Miguel,2130,13.43500000,-88.26916667
Mt. Hilong-hilong,1920,9.09666667,125.70500000
Nevado Cotacachi,4944,0.36083333,-78.34916667
Cerro Napi,3860,2.37833333,-77.43333333
P. 4030,4030,26.15833333,103.23583333
Saliente del Rio Guape,4180,3.71500000,-74.04250000
Gora Dyul/tydag,4127,41.96000000,46.92333333
La Marmora,1834,39.98805556,9.32416667
Mt. Kunugui,1833,-4.67666667,145.97750000
Kuh-e Parau,3360,34.41833333,47.24333333
Brian Boru Peak,2507,55.07388889,-127.57416667
Mt. Victory,1891,-9.20000000,149.07166667
Serra dos Orgaos,2250,-22.35500000,-42.58500000
Eshdeger Range HP,2920,33.53333333,57.22750000
Serra da Mocidade,1980,1.74666667,-61.79250000
Borah Peak,3859,44.13750000,-113.78111111
Howson Peak,2759,54.41861111,-127.74388889
Makushin Volcano,1829,53.88555556,-166.93305556
Atna Peak,2724,53.93972222,-128.04555556
Kuhha-ye Alborz,4805,36.37583333,50.96250000
Gunung Api,1827,2.78083333,125.40666667
Cerro Mishahuanga,4118,-6.37416667,-79.23750000
Kuh-e Sahand,3707,37.73083333,46.50000000
Tsaydaychuz Peak,2758,53.02166667,-126.64000000
Gora Alney,2598,56.69250000,159.64500000
Mt. Natazhat,4095,61.52166667,-141.10305556
Saipal,7030,29.89083333,81.49500000
Loi Leng,2673,22.64250000,98.07416667
Shayaz Zom,6050,36.64833333,72.82833333
Dola Koyakoya,1821,-8.22083333,125.02083333
Kaputzhukh Lerr,3905,39.15916667,46.00583333
Parnaqussuit Qavaat HP,1860,66.43333333,-52.91666667
Volcan Llaima,3125,-38.69583333,-71.73166667
Verkhne-Angarskiy Khrebet HP,2641,56.35583333,111.64750000
Tjatja V.,1819,44.35333333,146.24750000
Moroto,3083,2.52500000,34.77250000
Chikurachki V.,1816,50.32333333,155.46083333
Shah Dok,6320,36.43666667,72.86083333
Hanagita Peak,2592,61.06694444,-143.70833333
Obasta Tsukai,3441,31.68250000,69.93750000
Monte Amaro,2795,42.08694444,14.08750000
Gora Addala Shukgelmezr,4152,42.33833333,46.25166667
Mt. Forel,3391,66.93333333,-36.81666667
North Kodar Group HP,2966,57.12166667,117.98833333
Khodutka V.,2089,52.06250000,157.71000000
Harhiraa Uul,4040,49.57000000,91.38583333
Manam Island HP,1807,-4.07750000,145.03916667
P. 4810±,4810,42.54333333,85.34416667
Severo-Chuyskiy Khrebet HP,4177,50.06250000,87.56416667
Tanaga Volcano,1806,51.88250000,-178.14388889
Nyönno Ri,6724,28.20333333,87.60750000
Yarla Shampo,6636,28.80000000,91.96500000
Mor Dagi,3800,37.75500000,44.32000000
Bukit Mugajah,3079,4.25166667,97.42083333
Mt. Supernal,3655,-73.06666667,165.70000000
Mt. Hermon,2814,33.41333333,35.85666667
Mamostong Kangri,7516,35.14083333,77.57750000
Mt. Mangabon,2480,8.59833333,125.09833333
Konigstein,2606,-21.14916667,14.57750000
Gunung Sibuatan,2457,2.91833333,98.42333333
Kootenay Mtn.,2456,49.24083333,-116.82250000
Bukii Dako,2260,1.06166667,120.93500000
Thalo Zom,6050,35.81583333,72.28833333
Cerro Anexo,2480,-42.37194444,-71.76666667
Abra la Esperanza,3660,-10.42916667,-75.41916667
Manakau,2608,-42.22500000,173.61833333
Shedin Peak,2588,55.93916667,-127.48000000
Spathi,2148,35.11888889,25.49888889
Ras Koh,3003,28.82833333,65.19500000
Mt. Martha Black,2512,60.67083333,-137.61916667
Haute Cime: Dents du Midi,3257,46.16111111,6.92333333
Haba Xueshan,5396,27.31833333,100.10000000
Nemerçka,2482,40.12472222,20.43416667
Gunung Besar,1892,-2.71083333,115.62583333
Cerro Aracar,6095,-24.29000000,-67.78333333
Gunung Masurai,2933,-2.50250000,101.85833333
Kuju-san,1791,33.08166667,131.24000000
Mt. Jefferson,3640,38.75194444,-116.92666667
Sovereign Mtn.,2697,62.13111111,-148.60444444
Sierra Maigualida,2350,5.58083333,-65.24916667
Loma Gajo en Medio,2279,18.63666667,-71.52083333
P. 4520±,4520,27.57666667,100.31083333
Sutay Uul,4220,46.61750000,93.59416667
Mt. Michael,3647,-6.40500000,145.31500000
Mt. Ellen,3512,38.10888889,-110.81361111
Qiajivik Mtn.,1963,72.18250000,-75.90666667
Volcan Misti,5822,-16.29666667,-71.41083333
Isanotski Peaks,2471,54.76833333,-163.73083333
Shengtang Shan,1935,23.97500000,110.09750000
Sierra Velluda,3535,-37.46333333,-71.41583333
Beitai Ding,3061,39.07916667,113.56666667
Cerro Cantillana,2281,-33.96666667,-70.96583333
Vikhren,2914,41.76777778,23.40083333
Mt. Kaplan,4230,-84.55000000,175.31666667
Birkenhead Peak,2506,50.51111111,-122.62083333
Isthmus Peak,1991,60.57722222,-148.89138889
Mt. Frakes,3675,-76.80000000,-117.70000000
Kuh-e Garin,3630,33.95916667,48.48166667
Cerro Laguna Blanca,6012,-26.53000000,-67.05916667
Cerro de Campanario,4010,-6.02416667,-77.59750000
Mt. Harrison,3360,50.06000000,-115.20500000
P. 5120±,5120,37.73416667,71.42166667
Sierra de Avallanos HP,2360,-46.51833333,-72.43833333
Gora Shan,4451,42.67583333,44.75750000
Deseret Peak,3362,40.45944444,-112.62638889
Serra Namuli,2436,-15.35750000,37.06500000
Pangaion,1956,40.91472222,24.09166667
Olet Sangenges,1840,-8.58000000,117.12166667
Mt. Talawe,1824,-5.53750000,148.39666667
Nganglong Kangri,6720,32.80833333,81.00083333
Tsast Ula,4208,48.68166667,90.72500000
Gora Narodnaya,1894,65.03333333,60.11666667
Kitumbeine Hill,2858,-2.89333333,36.22916667
Rooseveltsfjeld HP,1920,83.33333333,-35.78333333
Storo HP,1770,70.83333333,-27.48333333
Chamechaude,2082,45.28805556,5.79000000
Cerro Gigante,5748,-16.97750000,-67.34916667
Mt. Veve,1768,-7.95000000,157.07500000
Kuhe Haji Ebrahim,3587,36.55166667,45.00500000
Mt. Jefferson,3200,44.67416667,-121.79944444
Kunyang Chhish I,7852,36.20500000,75.20750000
Xuebang Shan,4295,26.48000000,99.49750000
Chutine Peak,2910,57.77527778,-132.33527778
Cerro Tacarcuna,1870,8.16583333,-77.29583333
Snehaetten,1765,71.56666667,-53.16666667
Babadag,1969,36.52833333,29.18500000
Pandim,6691,27.57750000,88.21583333
Mt. Sir Alexander,3275,53.93583333,-120.38694444
Fenghuang Shan,2570,27.88166667,108.68166667
Gunung Sendoro,3150,-7.30250000,109.99583333
Kuhha-ye Hezar Masjed,3120,36.97333333,59.35666667
Momskiy Khrebet HP,2480,66.59361111,144.77638889
Mt. Hector,3394,51.57333333,-116.25833333
Damyon,6324,29.18083333,98.46000000
Chepunyal Hills,3334,1.65916667,35.38250000
Varful Peleaga,2509,45.36611111,22.89444444
Kuh-e Shashgal,6290,35.93000000,71.08000000
Kuh-e Khabr,3856,28.81750000,56.41333333
Kaimaktsalan,2528,40.93111111,21.78916667
Tongshanjiabu,7207,28.15500000,90.06250000
Baibaidin Shan,4300,27.55000000,102.35500000
Buyu Lumut,2403,-1.20416667,121.80333333
Picos de Barroso,5180,-34.28666667,-70.03333333
Kebnekaise,2113,67.90111111,18.52083333
Volcan Atitlan,3537,14.58333333,-91.18666667
Komaga-take,2956,35.78916667,137.80333333
Iliniza Sur,5263,-0.66333333,-78.71583333
P. 3480,3480,26.73500000,100.46166667
Phu Si Lung,3076,22.62583333,102.78750000
Mt. Edziza,2780,57.71611111,-130.63388889
Gora Gamchen,2577,54.97416667,160.70333333
Shengena,2464,-4.26750000,37.93166667
Mutnovsky V.,2322,52.44833333,158.19750000
Frosty Peak,1769,55.06777778,-162.83527778
Helges Halvo,1750,63.45000000,-41.83333333
Pulau Tidore,1750,0.66416667,127.40166667
Hasagt Hayrhan Uul,3578,46.78916667,95.80083333
Cerro Tres Frailes,2050,-48.66416667,-72.68666667
Uly Balkan Gershi,1880,39.67333333,54.54333333
P. 5980,5980,29.32250000,94.74916667
Whitehorn Mtn.,3399,53.13694444,-119.26666667
Pilot Peak,3266,41.02111111,-114.07722222
Jebel Shayib al Banat,2187,26.97916667,33.48750000
Jebel al Harim,2087,25.97666667,56.23250000
Zugspitze,2962,47.42111111,10.98527778
Mt. Chown,3316,53.39694444,-119.41722222
Iwate-san,2038,39.85333333,141.00083333
Pk. 08-46,2181,80.13666667,-76.77000000
Crazy Peak,3417,46.01805556,-110.27666667
Dhirfis Oros,1743,38.62750000,23.84277778
Tulu Welel,3301,8.87750000,34.81166667
Jiehkkevarri,1834,69.46972222,19.88111111
Phnum Aoral,1810,12.03250000,104.17083333
Undundi-Wandandi,3640,-3.50666667,136.42250000
Gora Chen,2690,65.28361111,141.80111111
Great Sitkin Volcano,1740,52.08194444,-176.13583333
Dabaicao Ling,3680,26.14083333,101.18083333
Nevado Queulat,2300,-44.41833333,-72.38000000
Koktutau,5324,40.03916667,74.83000000
Mol Len,3088,25.49416667,94.75166667
Thudaka Peak,2748,57.92694444,-126.84833333
Smolikas Oros,2637,40.08972222,20.92611111
Cordon Mariano Moreno,3490,-49.32083333,-73.41666667
Jiucai Ling,2010,25.51416667,111.32916667
Shah Tus Aqa Ghar,4803,33.62166667,67.04750000
Monte Antelao,3263,46.45250000,12.26055556
Lian Hua Feng,1864,30.13416667,118.16416667
Alto Toroni,5995,-19.75333333,-68.69666667
Kuh-e Kharanaq,3150,32.11333333,54.58500000
Pascua,2250,-48.65583333,-72.92250000
Hakken-san,1915,34.17416667,135.90666667
Emogadong,2623,4.19583333,33.13000000
Sungwi,2300,-4.73166667,38.23166667
Dutoitspiek,1995,-33.75500000,19.18666667
Zheltovsky V.,1957,51.57666667,157.32833333
Puu Kukui,1764,20.89000000,-156.20805556
Mt. Cleveland,1730,52.82250000,-169.94972222
Geographical Society Island HP,1730,72.95000000,-24.33333333
Samdi Dag,3811,37.30833333,44.25250000
Ayaligtag Range,6130,37.38833333,87.60666667
Dapin Shan,5412,30.20833333,102.33166667
Gunung Singgalang,2877,-0.39000000,100.33083333
Nattaung,2623,18.81000000,97.03750000
Myangan Yamaat,3600,44.89666667,101.57666667
Unuk Peak,2595,56.37611111,-130.19333333
Barguzinskiy Khrebet HP,2841,54.62166667,110.45583333
Barurumea Ridge,2063,-4.74583333,152.05333333
McDonald Peak,2993,47.38250000,-113.91888889
Wugong Shan,1920,27.45500000,114.17333333
Volcan Tacora,5988,-17.72083333,-69.77250000
Volcan Tromen,3980,-37.14000000,-70.05000000
Rishiri-fuji,1721,45.18000000,141.23916667
Baxoila Ling,6146,28.82416667,98.06083333
Cond Peak,2801,49.74611111,-117.14194444
S. of Pico Bonito,2450,15.55916667,-86.87666667
Mt. Carse,2330,-54.71666667,-36.10000000
Gle Hulumasen,2310,5.04416667,95.63333333
Lalla Khedidja,2308,36.44750000,4.22833333
Pointe d/Arcalod,2217,45.68166667,6.22833333
Tsanglha Ri,6495,28.76333333,87.63166667
Gora Babash-Ata,4427,41.41083333,72.91166667
Khrebet Temerliktau HP,3730,43.31833333,80.80166667
Hunhua Shan,3420,23.95750000,100.26083333
Jebel Kawr,2730,23.13833333,57.01416667
Newtontoppen,1717,79.15138889,16.80416667
Mintaka Sar,6407,36.95055556,74.83583333
Monte Dolcedorme,2267,39.89472222,16.21750000
Khao Luang,1780,8.49416667,99.73000000
Pulau Ternate,1715,0.80916667,127.33333333
Kuh-e Shahu,3350,34.99750000,46.47250000
Montaña San Ildefonso,2242,15.52333333,-88.23250000
Ontake-san,3067,35.89333333,137.47916667
Serra do Pacu,1880,1.52833333,-62.17416667
Mt. Wrangell,4317,62.00638889,-144.01777778
Muztagh Tower,7276,35.82666667,76.36166667
Kuh-e Gar,2950,36.50333333,56.96166667
Devils Paw,2593,58.72972222,-133.84083333
Sittakanay Peak,2415,58.47777778,-133.36111111
Jebel Jar,2300,24.55416667,38.21500000
Montalto,1955,38.15888889,15.92111111
Cerro Cerbatana,2080,6.66000000,-66.23750000
Mela Taung,2080,17.20250000,98.08000000
Volcan Wolf,1707,0.04250000,-91.33722222
Grintovec,2558,46.35694444,14.53611111
Khan Tangiri Shyngy,7010,42.21000000,80.17583333
Cerro Ladrillero,1705,-52.95083333,-72.59583333
Shahi Kangri,6934,35.17000000,77.83000000
Manirang,6593,31.95333333,78.36666667
Gora Imeni Fuchika,4573,38.12583333,70.34000000
Cordillera los Pichachos,3630,2.91333333,-74.85000000
Teram Kangri I,7464,35.57916667,77.07750000
Chola Shan I,6168,31.78666667,99.07333333
South Sister,3157,44.10361111,-121.76916667
Gunung Trusmadi,2643,5.55250000,116.51583333
Großer Priel,2515,47.71694444,14.06333333
Gunung Karang,1778,-6.26916667,106.05000000
Kubi Gangri,6859,29.76583333,82.75166667
P. 6332,6332,42.28500000,81.04333333
Oros Giona,2510,38.64750000,22.25444444
Cerro San Lucas,2270,8.11166667,-74.27250000
Broad Peak,8051,35.81166667,76.56500000
Volcan Copiapo,6052,-27.30583333,-69.13083333
Mt. Sarawaget,4121,-6.31083333,147.09000000
Mt. Friesland,1700,-62.66666667,-60.18333333
Dahei Shan,3970,43.64916667,93.92000000
Klosterbjergen,2475,72.25000000,-25.95000000
Mt. Melbourne,2730,-74.35000000,164.70000000
Kuh-e Karkas,3870,33.45583333,51.80000000
Tarlha Ri,6777,28.36333333,91.13583333
Mt. Steller,3266,60.52027778,-143.09388889
Mt. Terror,3230,-77.51666667,168.53333333
Pukeashun Mtn.,2301,51.20472222,-119.23527778
Chiri-san,1915,35.33916667,127.73000000
Mt. Seattle,3155,60.06972222,-139.18777778
Jiankho Shan,5300,31.45250000,103.39916667
Thunder Mtn.,2664,52.55000000,-126.36666667
Hahn Land HP,1744,80.43333333,-19.83333333
Sierra Blanca Peak,3649,33.37416667,-105.80861111
Kadam,3063,1.76250000,34.70916667
Cerros de Pereyra,2640,-24.20666667,-64.51416667
Plaza del Moro Almanzor,2592,40.24750000,-5.29611111
Mt. Smith,2560,6.23250000,36.29750000
Khrebet Orulgan HP,2409,67.58138889,128.14027778
Morton Peak,2245,50.76527778,-118.84305556
Agpalik,1690,70.95000000,-52.03333333
P. 4911,4911,28.59916667,98.50250000
Nyegyi Kansang,6983,27.93666667,92.66666667
Cumbres Calchaquies,4740,-26.61583333,-65.72666667
Kuh-e Mafarun,3480,32.12416667,49.99500000
Mtorwi,2980,-9.07833333,34.02083333
Altan Hohiy,3350,48.75000000,91.62000000
Grigna Settentrionale,2410,45.95333333,9.38750000
Volcan Ollague,5868,-21.30250000,-68.17916667
Pikes Peak,4301,38.84055556,-105.04472222
Mila Kuh,2888,33.75500000,59.85833333
Cero Raya,2070,5.41666667,-66.36666667
Jiaojin Shan,5734,30.58750000,102.16833333
Gora Mungun-Tayga,3970,50.27916667,90.11916667
Monte Bondone,2180,45.98805556,11.03138889
Dafla Range HP,3776,27.55416667,93.33000000
Mt. Perseus,2553,52.35416667,-120.53277778
Tokinskiy Stanovik HP,2380,55.89750000,130.45333333
Mt. Russell,3557,62.79833333,-151.88416667
P. 5641,5641,29.04750000,94.01416667
Mt. Nebo,3636,39.82166667,-111.76027778
Overseer Mtn.,2749,50.52888889,-123.38083333
King Island HP,1679,52.32111111,-127.30666667
Khrebet Tarbagatay HP,2993,47.18833333,82.46583333
Volcan Antisana,5704,-0.48500000,-78.14166667
Mt. Archibald,2588,60.78388889,-137.87388889
Gunung Salak,2211,-6.71583333,106.73333333
Pik Tandykul,5544,39.44833333,71.08333333
Lyavirdyr,6361,37.56250000,75.16166667
Jinping Shan,4488,28.34250000,101.75416667
Cima Presanella,3558,46.22000000,10.66388889
Talchako Mtn.,3037,52.09166667,-126.01666667
Volcan San Cristobal,1745,12.70250000,-87.00583333
Deora,4389,29.35333333,81.55333333
Cerro Tancitaro,3850,19.41666667,-102.31916667
Kuh-e Takht,2975,35.23750000,46.22000000
Gunung Butak,2868,-7.95500000,112.46500000
Snøhetta,2286,62.32055556,9.27166667
Mazar Shan,6542,36.45083333,76.86500000
Sob Gangri,6224,35.65250000,94.25083333
Hathi Parbat,6727,30.68500000,79.70583333
Pulong,6310,30.32083333,94.32000000
Khrebet Kuylyutau,5281,42.03583333,78.90750000
Gyoinmaixoi/og Kangri,6223,33.29583333,79.76666667
Cerro Elefantes,2000,-44.75583333,-72.42500000
Phu Tra,2540,22.16833333,103.58916667
Whiting Peak,2524,58.13888889,-132.93472222
Faisal Peak,2239,56.88555556,-130.58000000
Iterdlaup Qaqai,2144,70.70000000,-52.98333333
Rangrik Rang,6684,31.35250000,78.61000000
Volcan Cerro Azul,1689,-0.92833333,-91.40944444
Lunkho e Dosare,6902,36.77583333,72.44000000
The Pinnacles,2573,50.19527778,-118.22888889
Maja e Kendrevicës,2121,40.28694444,19.85166667
Bu/gyai Kangri,6328,31.81500000,94.70000000
Solunska Glava,2540,41.70416667,21.40527778
Birnhorn,2634,47.47472222,12.73388889
Bintimani,1945,9.22500000,-11.11666667
Bumbag Hayrhan Uul,3470,47.28750000,93.03083333
Uyluk Tepe,3016,36.54333333,29.57083333
Phu Soai Dao,2120,17.73083333,101.00750000
Bewani Mtns. HP,1980,-3.29416667,141.72333333
Mt. Nirvana,2773,61.87472222,-127.68027778
Tsiafajavona,2643,-19.34916667,47.24333333
P. 2868,2868,-5.07916667,-78.70083333
Bhalu Lek,5425,28.99083333,82.39916667
Mt. Thomlinson,2451,55.54388889,-127.48638889
Mt. Busa,2030,6.10916667,124.68583333
Gunung Niut,1701,1.00250000,109.93333333
Ili Boleng,1661,-8.34583333,123.25666667
Kanjut Sar I,7760,36.20500000,75.41833333
Selik Gulam Muztag,6691,36.21666667,82.03583333
Cerro el Condor,6414,-26.63166667,-68.36166667
P. 6300,6300,33.23083333,79.18333333
Cumbre Salto del Fraile,4480,-16.74166667,-66.88833333
Picacho San Onofre,3550,23.80083333,-99.84666667
Cerro Sacamecate,2830,16.58166667,-95.80333333
Laikot,2832,25.35666667,93.89916667
Cerro Torra,2820,4.78250000,-76.49500000
Mt. Bel,1658,-5.61500000,147.96583333
Cordillera de los Cobardes,3420,6.46250000,-73.44416667
Chimata Tepuy,2675,5.37000000,-62.07916667
Mt. Lester Jones,2408,58.71666667,-133.23000000
Hardersbjerg (Gauss Halvo),1679,73.43333333,-22.83333333
Changla,6721,30.13750000,82.19583333
Mt. Elizabeth,4480,-83.90000000,168.38333333
Jeanette Peak,3089,52.63555556,-118.61666667
Kuh-e Mirza ØArab,2887,33.22000000,60.24750000
Snowshoe Peak,2663,48.22305556,-115.68916667
P. 3030,3030,32.35666667,104.84583333
P. 6079,6079,29.29583333,101.90833333
Cerro el Centinela,3130,25.13666667,-103.23000000
Sangpang Bum,2692,26.49083333,95.84583333
Kula Kangri,7538,28.22750000,90.61666667
Kuh-e Alvand,3570,34.66416667,48.48666667
Cerro Paniri,5960,-22.05916667,-68.22833333
Sharktooth Mtn.,2668,58.58750000,-127.96222222
Cerro Guagua Pichincha,4794,-0.17750000,-78.59916667
Pt. 1951m,1951,-5.81250000,149.83833333
Dedegol Tepesi,2980,37.66833333,31.30500000
Bulu Torompupu,2463,-1.42583333,119.85666667
North Schell Peak,3622,39.41305556,-114.59972222
Mt. Porsild,2540,60.08388889,-136.00972222
Ukpik Peak,1809,70.69416667,-71.34166667
Hayford Peak,3021,36.65777778,-115.20083333
P. 5716,5716,42.35166667,80.62750000
Miao/er Shan,2140,25.86666667,110.41250000
Mt. Foresta,3368,60.19138889,-139.43500000
Phou Khe,2079,19.32416667,101.24166667
Nevados Hunadoy,6360,-9.02861111,-77.66555556
Star Peak,2998,40.52250000,-118.17083333
Col Nudo,2472,46.22750000,12.40277778
Upper Saddle Mtn.,2330,50.17250000,-117.90000000
Cerro Barros Arana,2286,-43.88833333,-72.18500000
Gunung Bandahara,3012,3.74916667,97.78166667
Ili Labalekang,1644,-8.54500000,123.38416667
Pointe Percée,2753,45.95555556,6.55611111
Gunung Inerie,2245,-8.87833333,120.95416667
Baranof Is. HP,1643,57.01472222,-134.98861111
Diamond Peak,3718,44.14138889,-113.08277778
Adrar Bou Nasser,3340,33.56833333,-3.88583333
Tianzhu Shan,1760,31.06166667,116.18750000
Flat Top Mtn.,3237,40.37250000,-112.18888889
Airibaba,3138,37.78750000,66.55666667
Hubris Peak,2445,56.55166667,-130.97333333
Lars Christiansen Peak,1640,-68.78333333,-90.58333333
Dome Argus,4091,-80.36666667,77.35000000
Kioto Mountains,1816,6.10666667,125.57000000
Mt. Discovery,2680,-78.36666667,165.01666667
Hiuchi-yama,2462,36.92250000,138.06666667
Bumhpa Bum,3411,26.67833333,97.23833333
Pegunungan Kumawa,1680,-3.91583333,133.01083333
Nevado Queva,6140,-24.30750000,-66.73333333
Kuh-e Bagh-e Bala,3775,30.56250000,57.16166667
Jibal Raymah,2920,14.68000000,43.65666667
Gunung Patah,2850,-4.25750000,103.30583333
P. 2300,2300,30.23666667,110.57666667
Mt. Taylor,2333,-43.50750000,171.32000000
P. 6135,6135,29.94083333,95.74583333
Cerro Huemules,1910,-45.73583333,-72.44916667
Daisen,1729,35.37083333,133.53916667
G. Stokap,1634,44.83750000,147.34333333
Himalchuli I,7893,28.43416667,84.63750000
Huantsan,6369,-9.51583333,-77.31000000
Qingagssat Qaqit,1782,60.56666667,-44.70000000
Mt. Verne,1632,-67.66666667,-67.50000000
Mush Muztagh,6638,36.04750000,80.11916667
Aggio,3358,7.14916667,36.54416667
Mt. Bolshaya Udina,2920,55.75833333,160.52666667
Volcan las Tres Virgenes,1950,27.47000000,-112.59166667
Fussa V.,1772,50.26750000,155.24750000
Mt. Haddington,1630,-64.21666667,-57.63333333
Camiguin Island HP,1630,9.17833333,124.72666667
Mt. Forbes,3617,51.86000000,-116.93166667
Ainos Oros,1628,38.13722222,20.67277778
Mt. Panie,1628,-20.58833333,164.77083333
Mt. Judge Howay,2262,49.50694444,-122.32166667
Mt. Stuart,2870,47.47500000,-120.90222222
Cordillera Sarmiento,1925,-51.80166667,-73.38416667
Pik Yevgenii Korzhinievskoi,7105,39.05750000,72.00833333
Kuh-e Aq Dagh,3321,37.38583333,48.55000000
